-1.382194318018910240e+00,9.190374681086496134e-01,9.407658013704977007e-01,2.308817190181958079e+00,7.726586444661549535e-01,-1.030733485848109726e-01,1.809100816411063128e+00,2.225767667289812124e+00,2.271296018321735666e+00,2.462392845281743126e-01
3.390688661402734005e-02,1.275782868921104818e+00,-4.290763015100296229e-02,1.631387733807653007e+00,6.811505414260848879e-02,3.404018991078211487e-01,1.532440237557280316e+00,1.824078190500110441e+00,1.949963174613327688e+00,3.748309108928875588e+00
2.279766323304573683e-01,1.275782868921104818e+00,2.252330376732498696e+00,2.308817190181958079e+00,2.534017620275021088e+00,1.227352394493085308e+00,1.809100816411063128e+00,2.627457144079513807e+00,2.271296018321735666e+00,-3.374390195386092750e-01
-5.926107828397274568e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-9.877481470278017817e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
-9.684046347116030962e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-6.218590712811004895e-02,-6.364285361809378649e-01,-9.900238439700751458e-01,-6.808443932729807413e-01,-5.860586702380999879e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
2.857359163260286827e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-9.877481470278017817e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
1.036916897501938273e-01,2.055466664837388990e-01,9.407658013704977007e-01,9.539582774333477122e-01,-2.841567410191647158e-01,3.404018991078211487e-01,1.809100816411063128e+00,-1.843691934483982497e-01,9.859646434881035315e-01,-3.374390195386092750e-01
2.773273233832251328e-01,-5.079441351411717598e-01,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-5.860586702380999879e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
1.300545478998965943e-01,-8.646895359536270753e-01,-6.986899178320034043e-01,-6.218590712811004895e-02,-2.841567410191647158e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-5.860586702380999879e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
1.350519028788237652e-01,-1.511987343287164165e-01,9.407658013704977007e-01,9.539582774333477122e-01,7.726586444661549535e-01,1.670827642185717332e+00,7.024585009959324333e-01,1.422388713710408759e+00,1.307297487196511510e+00,8.299175885949579001e-01
-7.173140360573490582e-02,9.190374681086496134e-01,2.849835136894972587e-01,9.539582774333477122e-01,4.203868493043816934e-01,1.227352394493085308e+00,-6.808443932729807413e-01,2.173202833413034885e-01,2.196611236287945509e-02,-3.374390195386092750e-01
2.510673093504799946e-01,2.055466664837388990e-01,-6.986899178320034043e-01,-6.218590712811004895e-02,6.811505414260848879e-02,-5.465485962774431217e-01,-4.041838144191980953e-01,-5.860586702380999879e-01,2.196611236287945509e-02,-3.374390195386092750e-01
1.863479411016492615e-01,1.989273670546015449e+00,9.407658013704977007e-01,2.765288210590425289e-01,6.811505414260848879e-02,3.001253385263613627e+00,1.809100816411063128e+00,2.225767667289812124e+00,2.271296018321735666e+00,-3.374390195386092750e-01
-1.145073137166619515e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,1.809100816411063128e+00,-1.843691934483982497e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
-9.341242280648521801e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-5.860586702380999879e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
4.039041150842676703e-02,1.632528269733560133e+00,2.849835136894972587e-01,6.152435492461951760e-01,2.534017620275021088e+00,1.227352394493085308e+00,1.809100816411063128e+00,2.173202833413034885e-01,1.628630330904919710e+00,-3.374390195386092750e-01
-3.973576055239398941e-01,1.275782868921104818e+00,2.252330376732498696e+00,2.308817190181958079e+00,2.534017620275021088e+00,1.227352394493085308e+00,1.809100816411063128e+00,2.627457144079513807e+00,2.271296018321735666e+00,4.915665717062442930e+00
-6.243954090143938318e-01,-1.221434936766082391e+00,-6.986899178320034043e-01,-7.396153635024153017e-01,-6.364285361809378649e-01,-5.465485962774431217e-01,-6.808443932729807413e-01,-1.843691934483982497e-01,-6.206995750539365808e-01,-3.374390195386092750e-01
